,,,,Labels After Replacement,,,,
992391328687378432,,,,IMFL,IMFL,IMFL,,IMFL
983011866770276353,,,,IMFL,IMFL,IMFL,,IMFL
982295380116295680,,,,IMFL,IMFL,IMFL,,IMFL
1029378468788805632,,,,IMFL,IMFL,IMFL,,IMFL
1038453402735235072,,,,IRNE,IRNE,IRNE,,IRNE
1005548163829305345,,,,IMFL,IMFL,IMFL,,IMFL
983692280681857024,,,,IMFL,IMFL,IMFL,,IMFL
989987770696421378,,,,IMFL,IMFL,IMFL,,IMFL
1023607217310912518,,,,IMFL,IMFL,IMFL,,IMFL
1041365223406559232,,,,IMFL,IMFL,IMFL,,IMFL
988831269097230338,,,,IMFL,IMFL,IRNE,,IMFL
1045360100398051329,,,,IMFL,IMFL,IMFL,,IMFL
974650485843156993,,,,IMFL,IMFL,IMFL,,IMFL
984429260793352198,,,,IMFL,IMFL,IRNE,,IMFL
989440096976941056,,,,IMFL,IMFL,IRNE,,IMFL
1023958187727314944,,,,IMFL,IMFL,IMFL,,IMFL
1045406481900867589,,,,IMFL,IMFL,IMFL,,IMFL
984188292546662400,,,,IMFL,IMFL,IMFL,,IMFL
980500158738784256,,,,IMFL,IMFL,IMFL,,IMFL
1037458636119916545,,,,IRNE,IRNE,IRNE,,IRNE
1037462062555910144,,,,IMFL,IMFL,IMFL,,IMFL
982293528750514176,,,,IMFL,IMFL,IMFL,,IMFL
988786852256772103,,,,IMFL,IMFL,IMFL,,IMFL
1023621516418842627,,,,IMFL,IMFL,IMFL,,IMFL
1037603792345284608,,,,IMFL,IMFL,IMFL,,IMFL
1023579798713585664,,,,IMFL,IMFL,IMFL,,IMFL
981933726631424001,,,,IMFL,IMFL,IMFL,,IMFL
988834660397568001,,,,IRNE,IRNE,IRNE,,IRNE
989571839063183360,,,,IMFL,IMFL,IMFL,,IMFL
989119185019133952,,,,IMFL,IMFL,IMFL,,IMFL
983693632506081280,,,,IMFL,IMFL,IMFL,,IMFL
980834604830674946,,,,IMFL,IMFL,IMFL,,IMFL
983766736146259968,,,,IRNE,IRNE,IRNE,,IRNE
1044948967774195712,,,,IMFL,IMFL,IMFL,,IMFL
989842408480403457,,,,IMFL,IMFL,IRNE,,IMFL
989139611191513088,,,,IMFL,IMFL,IMFL,,IMFL
1001389910387982337,,,,IRNE,IRNE,IRNE,,IRNE
998944604350222336,,,,IMFL,IMFL,IMFL,,IMFL
1045391093318258688,,,,IRNE,IRNE,IRNE,,IRNE
983064694834515968,,,,IMFL,IMFL,IMFL,,IMFL
983416765173714944,,,,IMFL,IMFL,IMFL,,IMFL
980503677210431490,,,,IMFL,IMFL,IMFL,,IMFL
1014933990694903809,,,,IMFL,IMFL,IMFL,,IMFL
1044999004927528960,,,,IMFL,IMFL,IMFL,,IMFL
1030479271654027265,,,,IMFL,IMFL,IMFL,,IMFL
982265279257362434,,,,IMFL,IMFL,IMFL,,IMFL
982098787672850432,,,,IMFL,IMFL,IMFL,,IMFL
1042047139780747272,,,,IMFL,IMFL,IMFL,,IMFL
994281817674051584,,,,IMFL,IMFL,IMFL,,IMFL
1045370243894452225,,,,IMFL,IMFL,IMFL,,IMFL
983364431777337344,,,,IMFL,IMFL,IMFL,,IMFL
1037401114147209216,,,,IMFL,IMFL,IMFL,,IMFL
1000530280564842497,,,,IMFL,IMFL,IMFL,,IMFL
983684125751209984,,,,IMFL,IMFL,IMFL,,IMFL
983994670849101824,,,,IRNE,IRNE,IRNE,,IRNE
983825578066370561,,,,IMFL,IRNE,IMFL,,IMFL
1001176308683038720,,,,IMFL,IMFL,IMFL,,IMFL
989180261555466240,,,,IMFL,IMFL,IMFL,,IMFL
980803697444884480,,,,IMFL,IMFL,IMFL,,IMFL
989929079112597506,,,,IRNE,IRNE,IRNE,,IRNE
983733047987245056,,,,IMFL,IMFL,IMFL,,IMFL
1037020854306123778,,,,IMFL,IMFL,IMFL,,IMFL
983428179057631232,,,,IMFL,IMFL,IMFL,,IMFL
1038500363492618243,,,,IMFL,IMFL,IMFL,,IMFL
984142665238417415,,,,IMFL,IMFL,IMFL,,IMFL
983671313519841281,,,,IMFL,IMFL,IMFL,,IMFL
989065033245184000,,,,IMFL,IRNE,IMFL,,IMFL
1044618306760691713,,,,IMFL,IMFL,IMFL,,IMFL
983646354198155264,,,,IMFL,IMFL,IMFL,,IMFL
981884303100596225,,,,IMFL,IMFL,IRNE,,IMFL
1038829210830290945,,,,IRNE,IRNE,IMFL,,IRNE
1039264543199899649,,,,IMFL,IMFL,IRNE,,IMFL
1037425037698125824,,,,IMFL,IMFL,IMFL,,IMFL
1044659182459392003,,,,IMFL,IMFL,IMFL,,IMFL
998283949397987328,,,,IMFL,IMFL,IRNE,,IMFL
1021815020211130368,,,,IMFL,IMFL,IMFL,,IMFL
983027962231558144,,,,IRNE,IRNE,IRNE,,IRNE
981570835478609922,,,,IMFL,IMFL,IMFL,,IMFL
981887987448467458,,,,IMFL,IMFL,IMFL,,IMFL
1044995378716790786,,,,IRNE,IMFL,IRNE,,IRNE
1038882896461942785,,,,IRNE,IRNE,IRNE,,IRNE
1031227130099769345,,,,IRNE,IMFL,IMFL,,IMFL
992076916562776064,,,,IMFL,IMFL,IRNE,,IMFL
989084550260297729,,,,IRNE,IRNE,IRNE,,IRNE
1045057030229315584,,,,IMFL,IMFL,IMFL,,IMFL
1038158380551028736,,,,IRNE,IRNE,IRNE,,IRNE
980371329286377472,,,,IMFL,IRNE,IRNE,,IRNE
980460692598870016,,,,IMFL,IMFL,IMFL,,IMFL
1037697108541952001,,,,IMFL,IMFL,IMFL,,IMFL
989160629574471680,,,,IMFL,IMFL,IMFL,,IMFL
984023245862076418,,,,IMFL,IMFL,IMFL,,IMFL
970367888409485314,,,,IRNE,IRNE,IMFL,,IRNE
997575077905489926,,,,IMFL,IMFL,IMFL,,IMFL
982250331160510464,,,,IMFL,IMFL,IMFL,,IMFL
989442256531873793,,,,IMFL,IMFL,IRNE,,IMFL
1023558711229513728,,,,IMFL,IMFL,IMFL,,IMFL
998289890700922880,,,,IMFL,IMFL,IMFL,,IMFL
1036990421723959296,,,,IMFL,IMFL,IMFL,,IMFL
989618383447617536,,,,IMFL,IMFL,IMFL,,IMFL
983066506463514625,,,,IMFL,IMFL,IMFL,,IMFL
1023633318007451649,,,,IMFL,IMFL,IMFL,,IMFL
983600556185915393,,,,IMAC,IMFL,IMAC,,IMAC
990332576916213760,,,,IRNE,IRNE,IMFL,,IRNE
1041426231269511168,,,,IMFL,IMFL,IRNE,,IMFL
989621744385298432,,,,IMFL,IRNE,IRNE,,IRNE
989086362010865665,,,,IRNE,IRNE,IRNE,,IRNE
1030501557979074560,,,,IMFL,IMFL,IMFL,,IMFL
1023581797748228096,,,,IMFL,IMFL,IMFL,,IMFL
983104819283054593,,,,IMFL,IMFL,IMFL,,IMFL
983810046030204929,,,,IRNE,IRNE,IRNE,,IRNE
991362080958763008,,,,IRNE,IRNE,IRNE,,IRNE
983776621663522817,,,,IMFL,IMFL,IMFL,,IMFL
1031251295863234561,,,,IMFL,IMFL,IMFL,,IMFL
983750270667706368,,,,IRNE,IRNE,IRNE,,IRNE
1042442517332062211,,,,IMFL,IMFL,IMFL,,IMFL
983782292421214208,,,,IMFL,IMFL,IMFL,,IMFL
984080538934931457,,,,IMFL,IMFL,IMFL,,IMFL
1042080226266767366,,,,IMFL,IMFL,IMFL,,IMFL
1045003917740978177,,,,IRNE,IRNE,IRNE,,IRNE
983697840768782337,,,,IMFL,IMFL,IMFL,,IMFL
1023571270678577152,,,,IMFL,IMFL,IMFL,,IMFL
981879429893971973,,,,IMFL,IMFL,IMFL,,IMFL
989627783532990471,,,,IMFL,IMFL,IMFL,,IMFL
1021877165237968896,,,,IMFL,IMFL,IMFL,,IMFL
1042081525758681089,,,,IMFL,IMFL,IMFL,,IMFL
995973169495396352,,,,IRNE,IRNE,IRNE,,IRNE
981888623158136833,,,,IMFL,IMFL,IMFL,,IMFL
1045003106176692225,,,,IMFL,IMFL,IMFL,,IMFL
981211216436715525,,,,IMFL,IMFL,IMFL,,IMFL
989817411045117952,,,,IRNE,IRNE,IRNE,,IRNE
982123497504653313,,,,IMFL,IMFL,IMFL,,IMFL
1046409704233160704,,,,IRNE,IRNE,IRNE,,IRNE
1044626201686495233,,,,IMFL,IMFL,IMFL,,IMFL
1038108776530931712,,,,IMFL,IMFL,IMFL,,IMFL
970786953200324614,,,,IRNE,IMFL,IMFL,,IMFL
1023569724284825600,,,,IMFL,IMFL,IMFL,,IMFL
998603926105739265,,,,IRNE,IRNE,IRNE,,IRNE
983273750010441728,,,,IMFL,IMFL,IRNE,,IMFL
1036649712395472896,,,,IRNE,IRNE,IRNE,,IRNE
1044596367375699970,,,,IMFL,IMFL,IMFL,,IMFL
983698051457015809,,,,IMFL,IMFL,IMFL,,IMFL
1021838652383670272,,,,IMFL,IMFL,IMFL,,IMFL
982297640250609664,,,,IMFL,IMFL,IMFL,,IMFL
991691163756265473,,,,IMFL,IMFL,IMFL,,IMFL
983777012564332547,,,,IRNE,IRNE,IRNE,,IRNE
989898051052589057,,,,IRNE,IRNE,IRNE,,IRNE
997926520395042817,,,,IMFL,IMFL,IMFL,,IMFL
1042040751335583744,,,,IMFL,IMFL,IMFL,,IMFL
981930281920860166,,,,IMFL,IMFL,IMFL,,IMFL
980489436407451648,,,,IMFL,IMFL,IMFL,,IMFL
993920551709282304,,,,IRNE,IRNE,IRNE,,IRNE
1042052283712843776,,,,IMFL,IMFL,IMFL,,IMFL
998578195099193344,,,,IMFL,IMFL,IMFL,,IMFL
970529774752948225,,,,IMFL,IMFL,IMFL,,IMFL
1001167319131983873,,,,IMFL,IMAC,IMFL,,IMFL
988090900424294400,,,,IMFL,IMFL,IMFL,,IMFL
983769920818368514,,,,IMFL,IMFL,IRNE,,IMFL
1037752184283254790,,,,IMFL,IMFL,IMFL,,IMFL
983251077175894016,,,,IMFL,IMFL,IMFL,,IMFL
989470187186515969,,,,IMFL,IMFL,IMFL,,IMFL
983106854338400256,,,,IMFL,IRNE,IMFL,,IMFL
983997394290401280,,,,IMFL,IRNE,IMFL,,IMFL
983835209144717312,,,,IMFL,IMFL,IMFL,,IMFL
1046394241902149633,,,,IRNE,IRNE,IRNE,,IRNE
983095823880814593,,,,IRNE,IRNE,IRNE,,IRNE
1029387603072745474,,,,IMFL,IMFL,IMFL,,IMFL
1003081876322619392,,,,IMFL,IMFL,IMFL,,IMFL
982188008097984512,,,,IMFL,IMFL,IMFL,,IMFL
983409339644948481,,,,IMFL,IMFL,IMFL,,IMFL
981212074612322304,,,,IMFL,IMFL,IMFL,,IMFL
983408435680169984,,,,IMFL,IMFL,IMFL,,IMFL
1036654071502057472,,,,IRNE,IRNE,IRNE,,IRNE
1039531554815569921,,,,IMFL,IMFL,IRNE,,IMFL
984049439433199616,,,,IMFL,IMFL,IMFL,,IMFL
1044920642552909824,,,,IMFL,IMFL,IMFL,,IMFL
991306723653799936,,,,IMFL,IMFL,IMFL,,IMFL
1038198191429169152,,,,IMFL,IMFL,IMFL,,IMFL
997937491201191936,,,,IMFL,IMFL,IMFL,,IMFL
1023583955520573441,,,,IMFL,IMFL,IMFL,,IMFL
1044606210404691969,,,,IMFL,IMFL,IMFL,,IMFL
993405377797672960,,,,IMFL,IMFL,IMFL,,IMFL
1031239405976145920,,,,IMFL,IMFL,IMFL,,IMFL
997853999536713728,,,,IMFL,IMFL,IMFL,,IMFL
983998565323280384,,,,IRNE,IRNE,IRNE,,IRNE
1044951642058174464,,,,IMFL,IMFL,IMFL,,IMFL
998582854513758208,,,,IMFL,IMFL,IMFL,,IMFL
1005479896502718467,,,,IMFL,IMFL,IMFL,,IMFL
1045351610770055174,,,,IRNE,IRNE,IRNE,,IRNE
983657631490478080,,,,IMFL,IMFL,IMFL,,IMFL
1005417556398796800,,,,IMFL,IMFL,IMFL,,IMFL
981214979331383299,,,,IMFL,IMFL,IRNE,,IMFL
1036689277088923653,,,,IRNE,IRNE,IRNE,,IRNE
989141028346253318,,,,IMFL,IMFL,IMFL,,IMFL
983785350131867649,,,,IMFL,IMFL,IMFL,,IMFL
983773796376162305,,,,IMFL,IMFL,IMFL,,IMFL
1044597675214155777,,,,IMFL,IMFL,IMFL,,IMFL
983016952443621378,,,,IMFL,IMFL,IMFL,,IMFL
990617355607789569,,,,IMFL,IMFL,IMFL,,IMFL
983740869315526657,,,,IMFL,IMFL,IMFL,,IMFL
982276693623787520,,,,IMFL,IMFL,IMFL,,IMFL
983830594726412288,,,,IMFL,IMFL,IMFL,,IMFL
988800643669397504,,,,IMFL,IMFL,IMFL,,IMFL
983852317719126016,,,,IMFL,IRNE,IMFL,,IMFL
984020586329407488,,,,IMFL,IMFL,IMFL,,IMFL
1023572607491338240,,,,IMFL,IMFL,IMFL,,IMFL
974714086905778177,,,,IMFL,IMFL,IMFL,,IMFL
988719894001864704,,,,IMFL,IMFL,IMFL,,IMFL
991029483200286722,,,,IMFL,IMFL,IMFL,,IMFL
983816450023542785,,,,IMFL,IMFL,IMFL,,IMFL
1029082692271230977,,,,IMFL,IMFL,IMFL,,IMFL
1045371731521785857,,,,IRNE,IRNE,IRNE,,IRNE
988046232105963520,,,,IMFL,IMFL,IMFL,,IMFL
983777684886118401,,,,IRNE,IRNE,IRNE,,IRNE
974678560794390528,,,,IMFL,IMFL,IRNE,,IMFL
1044587158332301320,,,,IMFL,IMFL,IMFL,,IMFL
1042048350537834497,,,,IMFL,IMFL,IMFL,,IMFL
988526079043305482,,,,IMFL,IMFL,IRNE,,IMFL
981201217681489925,,,,IMFL,IMFL,IMFL,,IMFL
1039235179406151683,,,,IMFL,IMFL,IMFL,,IMFL
1031268038677549056,,,,IMFL,IMFL,IMFL,,IMFL
994296915792683008,,,,IMFL,IMFL,IMFL,,IMFL
988813900706664448,,,,IMFL,IMFL,IMFL,,IMFL
1044600311392940032,,,,IMFL,IMFL,IMFL,,IMFL
1038193450833899520,,,,IMFL,IMFL,IMFL,,IMFL
990637863694929920,,,,IRNE,IRNE,IRNE,,IRNE
1038762865749045248,,,,IMFL,IMFL,IMFL,,IMFL
1006204245840924672,,,,IMFL,IMFL,IMFL,,IMFL
983783192846061568,,,,IRNE,IRNE,IRNE,,IRNE
983826196524929025,,,,IMFL,IMFL,IMFL,,IMFL
1038759321851572224,,,,IMFL,IMFL,IMFL,,IMFL
1038455311529598976,,,,IMFL,IMFL,IMFL,,IMFL
983929782302904320,,,,IMFL,IMFL,IRNE,,IMFL
983778087904137217,,,,IMFL,IMFL,IMFL,,IMFL
1043897229105397761,,,,IMFL,IMFL,IMFL,,IMFL
988486561045065729,,,,IMFL,IRNE,IRNE,,IRNE
1030518117343080448,,,,IMFL,IMFL,IRNE,,IMFL
981930853373751298,,,,IRNE,IRNE,IRNE,,IRNE
983767355061948418,,,,IRNE,IRNE,IRNE,,IRNE
983695326694473728,,,,IMFL,IMFL,IMFL,,IMFL
998660916764954624,,,,IMFL,IMFL,IMFL,,IMFL
983779926540242944,,,,IMFL,IMFL,IMFL,,IMFL
980839485486387206,,,,IMFL,IMFL,IMFL,,IMFL
983697897333108737,,,,IMFL,IMFL,IMFL,,IMFL
980106519982366720,,,,IMFL,IMFL,IMFL,,IMFL
992805057031745537,,,,IMFL,IMFL,IRNE,,IMFL
982293280212824064,,,,IMFL,IMFL,IMFL,,IMFL
983814789213446144,,,,IMFL,IMFL,IMFL,,IMFL
1045005579608109056,,,,IMFL,IRNE,IMFL,,IMFL
980835189013303296,,,,IMFL,IMFL,IMFL,,IMFL
983560385881169921,,,,IMFL,IMFL,IMFL,,IMFL
982975527433703424,,,,IMFL,IMFL,IMFL,,IMFL
1045039582218244096,,,,IMFL,IMFL,IMFL,,IMFL
1002665553272688640,,,,IMFL,IMFL,IMFL,,IMFL
983133711586734080,,,,IMFL,IMFL,IMFL,,IMFL
993924176221175811,,,,IRNE,IRNE,IRNE,,IRNE
1045337087657070598,,,,IMFL,IMFL,IMFL,,IMFL
984204944164171776,,,,IMFL,IMFL,IMFL,,IMFL
984211976841818113,,,,IMFL,IMFL,IMFL,,IMFL
1041003551227564033,,,,IMFL,IMFL,IMFL,,IMFL
984300862175694848,,,,IMFL,IMFL,IMFL,,IMFL
989422505872982017,,,,IMFL,IMFL,IMFL,,IMFL
1032689670524739587,,,,IRNE,IMFL,IRNE,,IRNE
1031256327807533057,,,,IMFL,IRNE,IMFL,,IMFL
1039236099535773697,,,,IMFL,IMFL,IMFL,,IMFL
988544465924173829,,,,IMFL,IMFL,IMFL,,IMFL
1036745169851310087,,,,IRNE,IRNE,IRNE,,IRNE
970170901189873664,,,,IMFL,IMFL,IMFL,,IMFL
989785934475522049,,,,IMFL,IMFL,IMFL,,IMFL
998562571723603968,,,,IMFL,IMFL,IMFL,,IMFL
983842060733001728,,,,IRNE,IRNE,IRNE,,IRNE
982214876440420352,,,,IMFL,IMFL,IRNE,,IMFL
984887698451255296,,,,IMFL,IMFL,IMFL,,IMFL
1039910660308656129,,,,IMFL,IMFL,IMFL,,IMFL
1038448051877277696,,,,IMFL,IMFL,IMFL,,IMFL
984425200887443456,,,,IMFL,IMFL,IRNE,,IMFL
998297210600255491,,,,IMFL,IMFL,IMFL,,IMFL
989528678060232704,,,,IRNE,IRNE,IRNE,,IRNE
983724548460896258,,,,IMFL,IMFL,IMFL,,IMFL
1005836725971832834,,,,IMFL,IMFL,IMFL,,IMFL
993346170717200384,,,,IMFL,IMFL,IRNE,,IMFL
991697196901945345,,,,IMFL,IMFL,IMFL,,IMFL
983998944014454785,,,,IMFL,IRNE,IMFL,,IMFL
1038186274954334210,,,,IMFL,IMFL,IMFL,,IMFL
1041046973246259200,,,,IMFL,IMFL,IMFL,,IMFL
1041361108773339136,,,,IMFL,IMFL,IMFL,,IMFL
983662353249075200,,,,IMFL,IMFL,IMFL,,IMFL
989835822231891968,,,,IMFL,IMFL,IRNE,,IMFL
1045351881759961089,,,,IMFL,IRNE,IRNE,,IRNE
983808876591149058,,,,IMFL,IMFL,IMFL,,IMFL
1006291342597738498,,,,IMFL,IMFL,IMFL,,IMFL
978105315328712704,,,,IRNE,IRNE,IRNE,,IRNE
991691069577400323,,,,IMFL,IMFL,IMFL,,IMFL
979783721585963008,,,,IRNE,IRNE,IRNE,,IRNE
983714246084014080,,,,IMFL,IMFL,IMFL,,IMFL
988152045852127238,,,,IMFL,IMFL,IMFL,,IMFL
1045336053484310537,,,,IMFL,IMFL,IMFL,,IMFL
983749167133708288,,,,IMFL,IMFL,IMFL,,IMFL
983691844658843649,,,,IMFL,IMFL,IMFL,,IMFL
988453103761534977,,,,IMFL,IMFL,IMFL,,IMFL
974826347901194240,,,,IMFL,IRNE,IMFL,,IMFL
1038440877105012736,,,,IMFL,IMFL,IMFL,,IMFL
1044666383970258954,,,,IMFL,IMFL,IMFL,,IMFL
997891478826422273,,,,IRNE,IRNE,IRNE,,IRNE
982101363730530304,,,,IMFL,IMFL,IMFL,,IMFL
983739516036042753,,,,IMFL,IMFL,IMFL,,IMFL
1044995345078521856,,,,IMFL,IMFL,IMFL,,IMFL
1023588161102991360,,,,IMFL,IMFL,IMFL,,IMFL
993404289094750208,,,,IMFL,IMFL,IMFL,,IMFL
982171508591046656,,,,IMFL,IRNE,IRNE,,IRNE
982276258460504064,,,,IMFL,IMFL,IMFL,,IMFL
981893194752446464,,,,IMFL,IMFL,IMFL,,IMFL
981202744496263170,,,,IMFL,IMFL,IMFL,,IMFL
982929671452061697,,,,IMFL,IMFL,IMFL,,IMFL
982967552581275649,,,,IMFL,IMFL,IMFL,,IMFL
1005825082168573953,,,,IMFL,IMFL,IMFL,,IMFL
988143603909300227,,,,IMFL,IMFL,IMFL,,IMFL
1029104110979690496,,,,IMFL,IMFL,IMFL,,IMFL
984528072270630917,,,,IRNE,IRNE,IMFL,,IRNE
983456271536934912,,,,IMFL,IMFL,IMFL,,IMFL
980867548051918848,,,,IMFL,IMFL,IMFL,,IMFL
1000329156503199746,,,,IMFL,IMFL,IMFL,,IMFL
991205958650138626,,,,IRNE,IRNE,IRNE,,IRNE
991806265696374790,,,,IMFL,IMFL,IMFL,,IMFL
998174886504947712,,,,IMFL,IMFL,IMFL,,IMFL
983712679373213699,,,,IMFL,IMFL,IMFL,,IMFL
983698153282129921,,,,IMFL,IMFL,IMFL,,IMFL
998650480539656192,,,,IMFL,IMFL,IMFL,,IMFL
1036651140241412096,,,,IRNE,IRNE,IMFL,,IRNE
994190625259114496,,,,IMFL,IMFL,IMFL,,IMFL
1013458081282486272,,,,IMFL,IMFL,IMFL,,IMFL
1038826276684001280,,,,IRNE,IRNE,IMFL,,IRNE
1005457009116897281,,,,IMFL,IMFL,IMFL,,IMFL
983748972316635137,,,,IMFL,IMFL,IMFL,,IMFL
983969176816668677,,,,IMFL,IMFL,IMFL,,IMFL
1038780166556790784,,,,IMFL,IMFL,IMFL,,IMFL
1037346369974022144,,,,IRNE,IRNE,IMFL,,IRNE
1029135511431065600,,,,IMFL,IMFL,IMFL,,IMFL
983773809739264002,,,,IMFL,IMFL,IMFL,,IMFL
983685160372719616,,,,IMFL,IMFL,IMFL,,IMFL
981987898047287298,,,,IMFL,IMFL,IMFL,,IMFL
1023935243894632449,,,,IRNE,IRNE,IRNE,,IRNE
983782614275428353,,,,IMFL,IMFL,IRNE,,IMFL
1036651273070764032,,,,IRNE,IRNE,IRNE,,IRNE
980107110913540099,,,,IMFL,IMFL,IMFL,,IMFL
989154337707323399,,,,IMFL,IMFL,IMFL,,IMFL
1044604772156919809,,,,IMFL,IMFL,IMFL,,IMFL
991690539807526919,,,,IMFL,IMFL,IMFL,,IMFL
970784380909248512,,,,IMFL,IMFL,IMFL,,IMFL
1036678405226414080,,,,IRNE,IRNE,IRNE,,IRNE
983532463438868483,,,,IMFL,IMFL,IMFL,,IMFL
998587584271081472,,,,IMFL,IMFL,IMFL,,IMFL
1042076953317187587,,,,IMFL,IMFL,IMFL,,IMFL
988441206786002944,,,,IMFL,IMFL,IMFL,,IMFL
1044609780390801409,,,,IMFL,IMFL,IMFL,,IMFL
1042086230475853824,,,,IMFL,IMFL,IMFL,,IMFL
984171747430817794,,,,IMFL,IMFL,IMFL,,IMFL
997137703366950912,,,,IMFL,IMFL,IMFL,,IMFL
1023983798437007368,,,,IMFL,IMFL,IMFL,,IMFL
1001889837794971651,,,,IMFL,IMFL,IMFL,,IMFL
983054528361697280,,,,IRNE,IRNE,IMFL,,IRNE
984007842905645056,,,,IRNE,IRNE,IMFL,,IRNE
1042054293434585089,,,,IMFL,IMFL,IMFL,,IMFL
1038857446494810113,,,,IMFL,IMFL,IMFL,,IMFL
983838967551483904,,,,IRNE,IRNE,IRNE,,IRNE
984149186596794368,,,,IMFL,IMFL,IRNE,,IMFL
1023670732788850688,,,,IMFL,IMFL,IMFL,,IMFL
1037047320808968192,,,,IMFL,IMFL,IMFL,,IMFL
1005450081053659137,,,,IMFL,IMFL,IMFL,,IMFL
1023640702704660483,,,,IMFL,IMFL,IMFL,,IMFL
981907476982521856,,,,IMFL,IMFL,IMFL,,IMFL
974765548205694976,,,,IMFL,IMFL,IMFL,,IMFL
982123620448092160,,,,IMFL,IMFL,IMFL,,IMFL
991263681370644480,,,,IMFL,IMFL,IMFL,,IMFL
991719662961483776,,,,IMFL,IMFL,IMFL,,IMFL
1022492060346187778,,,,IMFL,IMFL,IMFL,,IMFL
989063150849941504,,,,IMFL,IMFL,IMFL,,IMFL
1023557614158917632,,,,IMFL,IMFL,IMFL,,IMFL
981212810838454272,,,,IMFL,IMFL,IMFL,,IMFL
988049442883473408,,,,IMFL,IMFL,IMFL,,IMFL
984486826927894528,,,,IMFL,IMFL,IMFL,,IMFL
983683630290690048,,,,IMFL,IMFL,IMFL,,IMFL
988139916356878336,,,,IMFL,IMFL,IRNE,,IMFL
998308930974609408,,,,IRNE,IRNE,IRNE,,IRNE
1037408382167252993,,,,IMFL,IMFL,IMFL,,IMFL
1032680979268231170,,,,IMFL,IMFL,IMFL,,IMFL
983693354377666560,,,,IMFL,IMFL,IMFL,,IMFL
983645591749050368,,,,IMFL,IMFL,IMFL,,IMFL
993403751812739072,,,,IMFL,IMFL,IMFL,,IMFL
983712484392566785,,,,IMFL,IMFL,IMFL,,IMFL
1038189947407294467,,,,IMFL,IMFL,IMFL,,IMFL
1038476755588329473,,,,IRNE,IMFL,IMFL,,IMFL
984079217045458944,,,,IMFL,IMFL,IMFL,,IMFL
1022183317720973313,,,,IMFL,IMFL,IMFL,,IMFL
1029373896301178880,,,,IMFL,IMFL,IMFL,,IMFL
1039531708041883648,,,,IMFL,IMFL,IMFL,,IMFL
983769806510927872,,,,IMFL,IMFL,IMFL,,IMFL
993357250298286080,,,,IMFL,IMFL,IMFL,,IMFL
988052936944168961,,,,IMFL,IMFL,IMFL,,IMFL
1038178587185213440,,,,IMFL,IMFL,IMFL,,IMFL
997470190844694528,,,,IMFL,IMFL,IMFL,,IMFL
988408203628204033,,,,IMFL,IMFL,IMFL,,IMFL
983670248481198080,,,,IMFL,IMFL,IMFL,,IMFL
984018968288653314,,,,IMFL,IMFL,IMFL,,IMFL
983355889238323204,,,,IMFL,IMFL,IMFL,,IMFL
1013456238875684869,,,,IMFL,IMFL,IMFL,,IMFL
993453785161846784,,,,IMFL,IMFL,IMFL,,IMFL
1045467373791301632,,,,IMFL,IMFL,IMFL,,IMFL
1037017382181634049,,,,IRNE,IRNE,IRNE,,IRNE
998571844612644864,,,,IMFL,IMFL,IRNE,,IMFL
970349652141903874,,,,IMFL,IMFL,IRNE,,IMFL
982278545757081600,,,,IMFL,IMFL,IMFL,,IMFL
1037026194624065536,,,,IMFL,IMFL,IMFL,,IMFL
1037443414936244224,,,,IRNE,IRNE,IRNE,,IRNE
1037603736171044864,,,,IMFL,IMFL,IMFL,,IMFL
974675871700340736,,,,IMFL,IMFL,IMFL,,IMFL
1005448487243276288,,,,IMFL,IMFL,IMFL,,IMFL
983788145501245440,,,,IMFL,IMFL,IMFL,,IMFL
983656275119656960,,,,IMFL,IMFL,IMFL,,IMFL
1037600615227056128,,,,IMFL,IMFL,IMFL,,IMFL
1038145032325406722,,,,IMFL,IMFL,IMFL,,IMFL
1036613623257489408,,,,IRNE,IRNE,IRNE,,IRNE
970380745205264384,,,,IRNE,IMFL,IRNE,,IRNE
1041393055830556673,,,,IMFL,IMFL,IMFL,,IMFL
983773353143095296,,,,IMFL,IMFL,IMFL,,IMFL
1023587235378225153,,,,IMFL,IMFL,IMFL,,IMFL
988046707140292608,,,,IRNE,IMFL,IRNE,,IRNE
1036626798539362304,,,,IRNE,IRNE,IRNE,,IRNE
1023578637050802178,,,,IMFL,IMFL,IMFL,,IMFL
1000588425567834112,,,,IMFL,IMFL,IMFL,,IMFL
998206847898259458,,,,IMFL,IMFL,IMFL,,IMFL
989137553612853249,,,,IMFL,IMFL,IRNE,,IMFL
1042441906582704129,,,,IMFL,IMFL,IMFL,,IMFL
983605614126383104,,,,IMFL,IMFL,IMFL,,IMFL
980803879775408129,,,,IMFL,IMFL,IRNE,,IMFL
983461769921343488,,,,IRNE,IRNE,IRNE,,IRNE
982248810658250756,,,,IMFL,IMFL,IMFL,,IMFL
1038482084162162688,,,,IMFL,IMFL,IMFL,,IMFL
1023539741944360961,,,,IMFL,IMFL,IMFL,,IMFL
989533387424698369,,,,IRNE,IRNE,IRNE,,IRNE
1029209403885592578,,,,IMFL,IMFL,IMFL,,IMFL
1038487663643377664,,,,IRNE,IRNE,IRNE,,IRNE
1023968217172246528,,,,IMFL,IMFL,IMFL,,IMFL
1044977731837022208,,,,IMFL,IMFL,IMFL,,IMFL
1044655821790089217,,,,IMFL,IMFL,IMFL,,IMFL
997610926806323201,,,,IMFL,IMFL,IMFL,,IMFL
