,,,Annotator1,,,Annotator2,,,Annotator3,,,Annotator Labels,,,,Labels Replacement,,,,
1046434020521922560,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042159317858828288,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001255871421321216,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995752146015485953,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993722672071790593,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1006318928287686658,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
1046544823912665088,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1043872387949891584,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1043851530800115713,,,IR,NE,,IR,NE,,HI,AC,,IRNE,IRNE,HIAC,,IRNE,IRNE,IRNE,,IRNE
1005930678914048003,,,IR,NE,,IR,NE,,HI,AC,,IRNE,IRNE,HIAC,,IRNE,IRNE,IRNE,,IRNE
988393319062482944,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1003267373217013761,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1039228856346071042,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
993556793732292608,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1043870978948943874,,,IR,NE,,IR,NE,,HI,AC,,IRNE,IRNE,HIAC,,IRNE,IRNE,IRNE,,IRNE
990443606602371072,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045647205254590471,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
983053010132717568,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
1039537120250081280,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993555165386035200,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
1037493457739284481,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041037657474834434,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981669408073379840,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1035605579924951045,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1006288713985482752,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044977211772739584,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1039615119918030850,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042124583774633984,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
992015802898485249,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
1013856375796006913,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1038457572754374656,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994588127061831680,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1005401119592534016,,,WA,AC,,IR,NE,,IR,NE,,WAAC,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
980430807239192576,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000094018112507904,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
995548637907349504,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999080555634446337,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
978087770714464256,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041384003633340416,,,IM,AC,,IR,NE,,WA,AC,,IMAC,IRNE,WAAC,,IMAC,IRNE,IRNE,,IRNE
992022441236029440,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045801437408702465,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045058304479817728,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
989937221640732672,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044884346715484160,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997584125073772544,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000136749740257280,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
980380539806011393,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1038771712102424576,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1035218838374240256,,,HI,AC,,IR,NE,,HI,AC,,HIAC,IRNE,HIAC,,IRNE,IRNE,IRNE,,IRNE
1041056830468706304,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989953879029829632,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014195835909926913,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045052108494516224,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044844228852031488,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041347085851918336,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1031281914081103880,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988737719122780161,,,IM,AC,,IR,NE,,IM,AC,,IMAC,IRNE,IMAC,,IMAC,IRNE,IMAC,,IMAC
1044981551799431169,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1014559051043213313,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999425051278630923,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
993731459922956289,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999390719520444421,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1042303863712370688,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1005992332498489344,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042543337549516800,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
983409092931747840,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1005456611400474625,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041229949867356161,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1005467950713851904,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
992148503966216192,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988093530471092224,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
977689976564539395,,,IM,AC,,IR,NE,,IM,AC,,IMAC,IRNE,IMAC,,IMAC,IRNE,IMAC,,IMAC
1043581995308253185,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1036712614301118464,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045020578699202560,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042080316502958081,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999366864785551360,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1038187210179325952,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
970296389514166272,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997146773746569216,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1005856970845417473,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998295401777254400,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
996075295152238593,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1037063834941513729,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1037493376134918146,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989169877603766273,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979757814267736064,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
991428669385183236,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988454139708493826,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1045843017087799297,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046542114581082112,,,HI,AC,,IR,NE,,IR,NE,,HIAC,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046340964128882688,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1014531800813719552,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999036001195610113,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999325346813087745,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993717829622030336,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
980720322738614272,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981445880464269315,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1031307358859870211,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1014538338349527042,,,IR,NE,,IM,AC,,IR,NE,,IRNE,IMAC,IRNE,,IRNE,IMAC,IRNE,,IRNE
993876844112904192,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1036609728879779840,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1046175590062202885,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001240680088457222,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045278693164224512,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989953503996018688,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1038882139293601798,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046109908171665415,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001612977110421504,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988734579002499072,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
983191428741386240,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046381361441976320,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997114391400206336,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
970256369734553600,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014918206065184768,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989638004976349185,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998278785484185603,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1006291289086857218,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046019911405817857,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995044856132194305,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993200941850542080,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1036587746465378305,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994139967835267074,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046446627735703552,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1037039873855827968,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046165050535432193,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999919246472708097,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988787143823667200,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042223606653231104,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041222495297261568,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046546176416329729,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1005907633834950656,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
997765497130291201,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014957954343284736,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046426525216776192,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995332776705470466,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
1037655600707063808,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045279088636776448,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044730586944991232,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001449721888681984,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001098683214172160,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
970591840222306304,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1000357185292062720,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
992402211576729600,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995580891371134976,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1033440425300946944,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
983508715851714560,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042415376703934466,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
995573717395804160,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999873860928491520,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1038739739061485568,,,IM,AC,,IR,NE,,IM,AC,,IMAC,IRNE,IMAC,,IMAC,IRNE,IMAC,,IMAC
1037044511917199360,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1013526828605231104,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989598072073310213,,,IM,AC,,IM,DS,,IM,AC,,IMAC,IMDS,IMAC,,IMAC,IMDS,IMAC,,IMAC
969175327636369409,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041474102060568577,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1036306684107546624,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1014976469074890752,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044661736538804224,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041359258904870912,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041020514943336448,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1005883038247608322,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001156721933504512,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1014184847970095104,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1038855453134995456,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
990123890960666624,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979367170948857858,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999749657206099968,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001930171950264321,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1040675343856795649,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989928051893993472,,,HI,AC,,IR,NE,,HI,AC,,HIAC,IRNE,HIAC,,IRNE,IRNE,IRNE,,IRNE
1036563604361949184,,,IM,AC,,IR,NE,,IR,NE,,IMAC,IRNE,IRNE,,IMAC,IRNE,IRNE,,IRNE
1042076498407112704,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993433020672741376,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1038451893780062210,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1040612600365629442,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989170787914539009,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1036355434985259009,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
989952071276335105,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993937812683706369,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
978361285703331840,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1035237355660210176,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1046176395754459136,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1031271895021314048,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1006321618375905281,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042269321320378368,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1014169636529737728,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001511982665789440,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
999743829426233345,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001663074628141056,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001650255665029125,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
992445923656642560,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041452264009990150,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001153660917870594,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1045032575130128384,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1044927815068647424,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1042070797777612800,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
994653085975875584,,,HI,AC,,IR,NE,,HI,AC,,HIAC,IRNE,HIAC,,IRNE,IRNE,IRNE,,IRNE
991730052957077504,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
992740787963224066,,,IR,NE,,IM,AC,,IM,AC,,IRNE,IMAC,IMAC,,IRNE,IMAC,IMAC,,IMAC
1044861416157708290,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045018493937233920,,,WA,AC,,IR,NE,,IR,NE,,WAAC,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044993208235831298,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988135362433298439,,,HI,AC,,IR,NE,,IR,NE,,HIAC,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
978274756016435200,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1003263501576687616,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
